scientificName	family	nomenclaturalStatus	kingdom	scientificNameAuthorship	taxonKey	count(eea_cell_code)
Gardnerella vaginalis (Gardner & Dukes, 1955) Greenwood & Pickett, 1980	Bifidobacteriaceae		Bacteria	Greenwood & Pickett, 1980 (Gardner & Dukes, 1955)	5427785	1
Bacillus velezensis Ruiz-García et al., 2005	Bacillaceae		Bacteria	Ruiz-García et al., 2005	5428057	1
Leptonema illini Hovind-Hougen, 1983	Leptonemataceae		Bacteria	Hovind-Hougen, 1983	5428221	2
Pulmonaria obscura Dumort.	Boraginaceae		Plantae	Dumort.	5439925	1
Coprinopsis pannucioides (J.E.Lange) Örstadius & E.Larss.	Psathyrellaceae		Fungi	Örstadius & E.Larss. (J.E.Lange)	5448903	2
Opegrapha rupestris Pers.	Opegraphaceae		Fungi	Pers.	5516617	2
Paronychia argentea Lam.	Caryophyllaceae		Plantae	Lam.	5528747	3
Fumaria densiflora DC.	Papaveraceae		Plantae	DC.	5530883	35
Pimpinella peregrina L.	Apiaceae		Plantae	L.	5538946	24
Oenanthe peucedanifolia Pollich	Apiaceae		Plantae	Pollich	5540247	9
Oenanthe lachenalii C.C.Gmel.	Apiaceae		Plantae	C.C.Gmel.	5540332	176
Amaranthus standleyanus Parodi ex Covas	Amaranthaceae		Plantae	Parodi ex Covas	5548401	4
Liriope muscari (Decne.) L.H.Bailey	Asparagaceae		Plantae	L.H.Bailey (Decne.)	5549949	4
Iberis sempervirens L.	Brassicaceae		Plantae	L.	5551241	15
Cymbalaria pallida (Ten.) Wettst.	Plantaginaceae		Plantae	Wettst. (Ten.)	5559837	4
Bergenia crassifolia (L.) Fritsch	Saxifragaceae		Plantae	Fritsch (L.)	5567694	23
Beta macrocarpa Guss.	Amaranthaceae		Plantae	Guss.	5567951	5
Dysphania aristata (L.) Mosyakin & Clemants	Amaranthaceae		Plantae	Mosyakin & Clemants (L.)	5568439	1
Salicornia pusilla J.Woods	Amaranthaceae		Plantae	J.Woods	5568843	25
Globularia bisnagarica L.	Plantaginaceae		Plantae	L.	5578472	7
Salix ×forbyana Sm.	Salicaceae		Plantae	Sm.	5581927	4
Salix ×helix L.	Salicaceae		Plantae	L.	5581937	16
Salix ×undulata Ehrh.	Salicaceae		Plantae	Ehrh.	5581979	159
Salix udensis Trautv. & C.A.Mey.	Salicaceae		Plantae	Trautv. & C.A.Mey.	5582033	22
Salix atrocinerea Brot.	Salicaceae		Plantae	Brot.	5582546	211
Salix ×erythroclados Simonk.	Salicaceae		Plantae	Simonk.	5582691	1
Salix elaeagnos Scop.	Salicaceae		Plantae	Scop.	5582947	37
Salix ×friesiana Andersson	Salicaceae		Plantae	Andersson	5582973	7
Salix ×guinieri Chass. & Goerz	Salicaceae		Plantae	Chass. & Goerz	5582982	71
Salix ×mollissima Ehrh.	Salicaceae		Plantae	Ehrh.	5583146	57
Salix ×capreola A.Kern. ex Andersson	Salicaceae		Plantae	A.Kern. ex Andersson	5583179	15
Salix ×reichardtii A.Kern.	Salicaceae		Plantae	A.Kern.	5583586	243
Silene schafta S.G.Gmel. ex Hohen.	Caryophyllaceae		Plantae	S.G.Gmel. ex Hohen.	5584240	6
Silene chalcedonica (L.) E.H.L.Krause	Caryophyllaceae		Plantae	E.H.L.Krause (L.)	5584611	9
Silene muscipula L.	Caryophyllaceae		Plantae	L.	5585975	1
Sabulina tenuifolia (L.) Rchb.	Caryophyllaceae		Plantae	Rchb. (L.)	5586962	23
Silene suecica (Lodd.) Greuter & Burdet	Caryophyllaceae		Plantae	Greuter & Burdet (Lodd.)	5588268	1
Lonicera acuminata Wall.	Caprifoliaceae		Plantae	Wall.	5598598	17
Lonicera pileata Oliv.	Caprifoliaceae		Plantae	Oliv.	5598915	495
Canna generalis L.H.Bailey	Cannaceae		Plantae	L.H.Bailey	5602664	8
Primula florindae Kingdon-Ward	Primulaceae		Plantae	Kingdon-Ward	5640518	1
Primula denticulata Sm.	Primulaceae		Plantae	Sm.	5641274	2
Polypodium interjectum Shivas	Polypodiaceae		Plantae	Shivas	5649577	145
Pulmonaria rubra Schott	Boraginaceae		Plantae	Schott	5660450	3
Viola hirta L.	Violaceae		Plantae	L.	5664290	135
Glandularia aristigera (S.Moore) Tronc.	Verbenaceae		Plantae	Tronc. (S.Moore)	5667614	2
Urtica pilulifera L.	Urticaceae		Plantae	L.	5670646	2
Apera intermedia Hack.	Poaceae		Plantae	Hack.	5676903	1
Erica carnea L.	Ericaceae		Plantae	L.	5682465	9
Decaisnea insignis (Griff.) Hook.fil. & Thomson	Lardizabalaceae		Plantae	Hook.fil. & Thomson (Griff.)	5686494	2
Tragopogon minor Mill.	Asteraceae		Plantae	Mill.	5693189	141
Taraxacum nordstedtii Dahlst.	Asteraceae		Plantae	Dahlst.	5696819	3
Taraxacum index Sonck	Asteraceae		Plantae	Sonck	5697706	1
Taraxacum hamatum Raunk.	Asteraceae		Plantae	Raunk.	5697943	24
Taraxacum dunense Soest	Asteraceae		Plantae	Soest	5698445	7
Taraxacum anglicum Dahlst.	Asteraceae		Plantae	Dahlst.	5699306	1
Dahlia ×cultorum Thorsrud & Reisaeter	Asteraceae		Plantae	Thorsrud & Reisaeter	5701337	9
Myodes glareolus (Schreber, 1780)	Cricetidae		Animalia	(Schreber, 1780)	5706764	10
Barbarea vulgaris (L.) W.T.Aiton	Brassicaceae		Plantae	W.T.Aiton (L.)	5708780	13
Tragopogon ×mirabilis Rouy	Asteraceae		Plantae	Rouy	5709400	1
Timmia bavarica Hessl.	Timmiaceae		Plantae	Hessl.	5710985	8
Liparis liparis (Linnaeus, 1766)	Liparidae		Animalia	(Linnaeus, 1766)	5712338	182
Philopedon plagiatum (Schaller, 1783)	Curculionidae		Animalia	(Schaller, 1783)	5713220	1
Xestia c-nigrum (Linnaeus, 1758)	Noctuidae		Animalia	(Linnaeus, 1758)	5714973	7
Anabaena flos-aquae (Lyngb.) Bréb.	Nostocaceae		Bacteria	Bréb. (Lyngb.)	5715991	1
Ephemera danica Müller, 1764	Ephemeridae		Animalia	Müller, 1764	5716472	62
Diogenes pugilator (P.Roux, 1829)	Diogenidae		Animalia	(P.Roux, 1829)	5716791	522
Paracyclops imminutus Kiefer, 1929	Cyclopidae		Animalia	Kiefer, 1929	5718687	43
Cyanea lamarckii Péron & Lesueur, 1810	Cyaneidae		Animalia	Péron & Lesueur, 1810	5720764	9
Trochus maculatus Linnaeus, 1758	Trochidae		Animalia	Linnaeus, 1758	5724100	1
Euspira nitida (Donovan, 1803)	Naticidae		Animalia	(Donovan, 1803)	5725465	181
Viviparus contectus (Millet, 1813)	Viviparidae		Animalia	(Millet, 1813)	5725684	1
Viviparus viviparus (Linnaeus, 1758)	Viviparidae		Animalia	(Linnaeus, 1758)	5725685	15
Tritia reticulata (Linnaeus, 1758)	Nassariidae		Animalia	(Linnaeus, 1758)	5727892	533
Oocystis rhomboidea Fott	Oocystaceae		Plantae	Fott	5729890	3
Mesopsocus fuscifrons Meinander, 1966	Mesopsocidae		Animalia	Meinander, 1966	5732586	23
Phoenicurus ochruros (S.G.Gmelin, 1774)	Muscicapidae		Animalia	(S.G.Gmelin, 1774)	5739315	38994
Phoenicurus phoenicurus (Linnaeus, 1758)	Muscicapidae		Animalia	(Linnaeus, 1758)	5739317	16548
Iduna rama (Sykes, 1832)	Acrocephalidae		Animalia	(Sykes, 1832)	5739357	1
Iduna caligata (Lichtenstein, 1823)	Acrocephalidae		Animalia	(Lichtenstein, 1823)	5739359	56
Plecotus austriacus (J.Fischer, 1829)	Vespertilionidae		Animalia	(J.Fischer, 1829)	5739437	2
Pungitius pungitius (Linnaeus, 1758)	Gasterosteidae		Animalia	(Linnaeus, 1758)	5739510	2551
Gyrodactylus proterorhini Ergens, 1967	Gyrodactylidae		Animalia	Ergens, 1967	5740285	3
Cypridopsis vidua (O.F.Muller)	Cyprididae		Animalia	(O.F.Muller)	5741657	6
Panorpa communis Linnaeus, 1758	Panorpidae		Animalia	Linnaeus, 1758	5742495	2962
Panorpa germanica Linnaeus, 1758	Panorpidae		Animalia	Linnaeus, 1758	5742496	1354
Panorpa cognata Rambur, 1842	Panorpidae		Animalia	Rambur, 1842	5742524	169
Panorpa alpina Rambur, 1842	Panorpidae		Animalia	Rambur, 1842	5742537	57
Dorcus parallelipipedus (Linnaeus, 1758)	Lucanidae		Animalia	(Linnaeus, 1758)	5743112	108
Lucanus cervus (Linnaeus, 1758)	Lucanidae		Animalia	(Linnaeus, 1758)	5743122	13
Cantharis nigricans (Müller, 1776)	Cantharidae		Animalia	(Müller, 1776)	5744091	5
Microrhagus pygmaeus (Fabricius, 1792)	Eucnemidae		Animalia	(Fabricius, 1792)	5744319	3
Microrhagus lepidus Rosenhauer, 1847	Eucnemidae		Animalia	Rosenhauer, 1847	5744321	14
Onthophilus striatus (Forster, 1771)	Histeridae		Animalia	(Forster, 1771)	5745012	3
Helophorus minutus (Fabricius, 1775)	Helophoridae		Animalia	(Fabricius, 1775)	5745130	2
Hydrochus elongatus (Schaller, 1783)	Hydrochidae		Animalia	(Schaller, 1783)	5745443	3
Hydrochus ignicollis Motschulsky, 1860	Hydrochidae		Animalia	Motschulsky, 1860	5745452	2
Euconnus fimetarius (Chaudoir, 1845)	Staphylinidae		Animalia	(Chaudoir, 1845)	5745584	2
Gyrohypnus angustatus Stephens, 1833	Staphylinidae		Animalia	Stephens, 1833	5746011	3
Erichsonius cinerascens (Gravenhorst, 1802)	Staphylinidae		Animalia	(Gravenhorst, 1802)	5746045	2
Ocypus olens (O.F.Müller, 1764)	Staphylinidae		Animalia	(O.F.Müller, 1764)	5746121	24
Ocypus brunnipes (Fabricius, 1781)	Staphylinidae		Animalia	(Fabricius, 1781)	5746165	6
Othius punctulatus (Goeze, 1777)	Staphylinidae		Animalia	(Goeze, 1777)	5746231	7
Tachinus bipustulatus (Fabricius, 1792)	Staphylinidae		Animalia	(Fabricius, 1792)	5746283	2
Tachinus marginellus (Fabricius, 1781)	Staphylinidae		Animalia	(Fabricius, 1781)	5746292	5
Tachinus pallipes (Gravenhorst, 1806)	Staphylinidae		Animalia	(Gravenhorst, 1806)	5746295	1
Tachinus subterraneus (Linnaeus, 1758)	Staphylinidae		Animalia	(Linnaeus, 1758)	5746310	3
Paederus riparius (Linnaeus, 1758)	Staphylinidae		Animalia	(Linnaeus, 1758)	5746383	6
Paederus fuscipes Curtis, 1826	Staphylinidae		Animalia	Curtis, 1826	5746394	9
Euplectus karstenii (Reichenbach, 1816)	Staphylinidae		Animalia	(Reichenbach, 1816)	5747035	5
Bryaxis curtisii (Leach, 1817)	Staphylinidae		Animalia	(Leach, 1817)	5747175	4
Bryaxis bulbifer (Reichenbach, 1816)	Staphylinidae		Animalia	(Reichenbach, 1816)	5747255	3
Bryaxis puncticollis (Denny, 1825)	Staphylinidae		Animalia	(Denny, 1825)	5747341	2
Calodera nigrita Mannerheim, 1830	Staphylinidae		Animalia	Mannerheim, 1830	5747466	3
Calodera rufescens Kraatz, 1856	Staphylinidae		Animalia	Kraatz, 1856	5747473	1
Agathidium nigripenne (Fabricius, 1792)	Leiodidae		Animalia	(Fabricius, 1792)	5747778	2
Agathidium rotundatum (Gyllenhal, 1827)	Leiodidae		Animalia	(Gyllenhal, 1827)	5747785	3
Agathidium confusum Brisout de Barneville, 1863	Leiodidae		Animalia	Brisout de Barneville, 1863	5747794	3
Agathidium varians Beck, 1817	Leiodidae		Animalia	Beck, 1817	5747834	8
Agathidium badium Erichson, 1845	Leiodidae		Animalia	Erichson, 1845	5747863	7
Agathidium nigrinum Sturm, 1807	Leiodidae		Animalia	Sturm, 1807	5747892	4
Trichodes alvearius (Fabricius, 1792)	Cleridae		Animalia	(Fabricius, 1792)	5748234	4
Tritoma bipustulata Fabricius, 1775	Erotylidae		Animalia	Fabricius, 1775	5748555	13
Rhizophagus dispar (Paykull, 1800)	Monotomidae		Animalia	(Paykull, 1800)	5748844	30
Rhizophagus parvulus (Paykull, 1800)	Monotomidae		Animalia	(Paykull, 1800)	5748849	6
Cryptophagus dentatus (Herbst, 1793)	Cryptophagidae		Animalia	(Herbst, 1793)	5748888	7
Cryptophagus scutellatus Newman, 1834	Cryptophagidae		Animalia	Newman, 1834	5748977	1
Cryptophagus pubescens Sturm, 1845	Cryptophagidae		Animalia	Sturm, 1845	5748983	2
Cryptophagus saginatus Sturm, 1845	Cryptophagidae		Animalia	Sturm, 1845	5749047	2
Cryptophagus lycoperdi (Scopoli, 1763)	Cryptophagidae		Animalia	(Scopoli, 1763)	5749056	13
Cryptophagus distinguendus Sturm, 1845	Cryptophagidae		Animalia	Sturm, 1845	5749059	5
Cryptophagus pilosus Gyllenhal, 1827	Cryptophagidae		Animalia	Gyllenhal, 1827	5749074	2
Anatis ocellata (Linnaeus, 1758)	Coccinellidae		Animalia	(Linnaeus, 1758)	5749359	488
Scymnus ferrugatus (Moll, 1785)	Coccinellidae		Animalia	(Moll, 1785)	5749463	10
Scymnus abietis (Paykull, 1798)	Coccinellidae		Animalia	(Paykull, 1798)	5749477	12
Scymnus rubromaculatus (Goeze, 1777)	Coccinellidae		Animalia	(Goeze, 1777)	5749490	20
Scymnus frontalis (Fabricius, 1787)	Coccinellidae		Animalia	(Fabricius, 1787)	5749504	20
Scymnus interruptus (Goeze, 1777)	Coccinellidae		Animalia	(Goeze, 1777)	5749524	8
Soronia grisea (Linnaeus, 1758)	Nitidulidae		Animalia	(Linnaeus, 1758)	5749654	5
Cryptolestes duplicatus (Waltl, 1839)	Laemophloeidae		Animalia	(Waltl, 1839)	5749724	16
Eledona agricola (Herbst, 1783)	Tenebrionidae		Animalia	(Herbst, 1783)	5750277	13
Crypticus quisquilius (Linnaeus, 1760)	Tenebrionidae		Animalia	(Linnaeus, 1760)	5750452	2
Lissodema denticolle (Gyllenhal, 1813)	Salpingidae		Animalia	(Gyllenhal, 1813)	5750799	2
Anaspis garneysi Fowler, 1889	Scraptiidae		Animalia	Fowler, 1889	5750863	2
Anaspis regimbarti Schilsky, 1895	Scraptiidae		Animalia	Schilsky, 1895	5750870	3
Anaspis lurida Stephens, 1832	Scraptiidae		Animalia	Stephens, 1832	5750884	12
Metoecus paradoxus (Linnaeus, 1761)	Ripiphoridae		Animalia	(Linnaeus, 1761)	5751197	1
Luperus luperus (Sulzer, 1776)	Chrysomelidae		Animalia	(Sulzer, 1776)	5751995	3
Luperus longicornis (Fabricius, 1781)	Chrysomelidae		Animalia	(Fabricius, 1781)	5752009	2
Chaetocnema subcoerulea (Kutschera, 1864)	Chrysomelidae		Animalia	(Kutschera, 1864)	5752356	3
Chaetocnema mannerheimii (Gyllenhal, 1827)	Chrysomelidae		Animalia	(Gyllenhal, 1827)	5752361	1
Chaetocnema arida Foudras, 1860	Chrysomelidae		Animalia	Foudras, 1860	5752369	1
Chaetocnema hortensis (Geoffroy, 1785)	Chrysomelidae		Animalia	(Geoffroy, 1785)	5752377	6
Longitarsus curtus (Allard, 1860)	Chrysomelidae		Animalia	(Allard, 1860)	5752432	1
Longitarsus anchusae (Paykull, 1799)	Chrysomelidae		Animalia	(Paykull, 1799)	5752488	1
Longitarsus parvulus (Paykull, 1799)	Chrysomelidae		Animalia	(Paykull, 1799)	5752496	13
Longitarsus nigerrimus (Gyllenhal, 1827)	Chrysomelidae		Animalia	(Gyllenhal, 1827)	5752546	4
Curculio venosus (J.L.C.Gravenhorst, 1807)	Curculionidae		Animalia	(J.L.C.Gravenhorst, 1807)	5753353	3
Platyrhinus resinosus (J.A.Scopoli, 1763)	Anthribidae		Animalia	(J.A.Scopoli, 1763)	5753486	2
Rhantus suturalis (W.S.MacLeay, 1825)	Dytiscidae		Animalia	(W.S.MacLeay, 1825)	5753539	12
Rhantus exsoletus (Forster, 1771)	Dytiscidae		Animalia	(Forster, 1771)	5753548	4
Hydaticus seminiger (De Geer, 1774)	Dytiscidae		Animalia	(De Geer, 1774)	5753570	1
Poecilus cupreus (Linnaeus, 1758)	Carabidae		Animalia	(Linnaeus, 1758)	5753697	1
Poecilus versicolor (Sturm, 1824)	Carabidae		Animalia	(Sturm, 1824)	5753720	9
Poecilus lepidus (Leske, 1785)	Carabidae		Animalia	(Leske, 1785)	5753725	2
Abax ovalis (Duftschmid, 1812)	Carabidae		Animalia	(Duftschmid, 1812)	5754770	4
Abax parallelepipedus (Piller & Mitterpacher, 1783)	Carabidae		Animalia	(Piller & Mitterpacher, 1783)	5754772	8
Anchomenus dorsalis (Pontoppidan, 1763)	Carabidae		Animalia	(Pontoppidan, 1763)	5754974	4
Agonum emarginatum (Gyllenhal, 1827)	Carabidae		Animalia	(Gyllenhal, 1827)	5755060	4
Agonum fuliginosum (Panzer, 1809)	Carabidae		Animalia	(Panzer, 1809)	5755079	6
Agonum gracile Sturm, 1824	Carabidae		Animalia	Sturm, 1824	5755080	1
Calathus micropterus (Duftschmid, 1812)	Carabidae		Animalia	(Duftschmid, 1812)	5755302	1
Stenolophus teutonus (Schrank, 1781)	Carabidae		Animalia	(Schrank, 1781)	5755950	2
Stenolophus mixtus (Herbst, 1784)	Carabidae		Animalia	(Herbst, 1784)	5755952	6
Bradycellus verbasci (Duftschmid, 1812)	Carabidae		Animalia	(Duftschmid, 1812)	5755982	5
Badister meridionalis Puel, 1925	Carabidae		Animalia	Puel, 1925	5756011	1
Badister lacertosus Sturm, 1815	Carabidae		Animalia	Sturm, 1815	5756013	5
Dyschirius tristis Stephens, 1827	Carabidae		Animalia	Stephens, 1827	5756945	1
Dyschirius intermedius Putzeys, 1846	Carabidae		Animalia	Putzeys, 1846	5756959	2
Lecanium corni Bouché, 1844	Coccidae		Animalia	Bouché, 1844	5758510	26
Gerris odontogaster (Zetterstedt, 1828)	Gerridae		Animalia	(Zetterstedt, 1828)	5758658	202
Pentatoma rufipes (Linnaeus, 1758)	Pentatomidae		Animalia	(Linnaeus, 1758)	5758737	2836
Stagonomus bipunctatus (Linnaeus, 1758)	Pentatomidae		Animalia	(Linnaeus, 1758)	5758763	6
Eurygaster maura (Linnaeus, 1758)	Scutelleridae		Animalia	(Linnaeus, 1758)	5758789	6
Ischnocoris angustulus (Boheman, 1852)	Rhyparochromidae		Animalia	(Boheman, 1852)	5758903	3
Lygus gemellatus (Herrich-Schaeffer, 1835)	Miridae		Animalia	(Herrich-Schaeffer, 1835)	5759064	42
Orthops campestris (Linnaeus, 1758)	Miridae		Animalia	(Linnaeus, 1758)	5759066	104
Orthops basalis (A.Costa, 1853)	Miridae		Animalia	(A.Costa, 1853)	5759067	185
Pilophorus cinnamopterus (Kirschbaum, 1856)	Miridae		Animalia	(Kirschbaum, 1856)	5759170	15
Delphax pulchellus (Curtis, 1833)	Delphacidae		Animalia	(Curtis, 1833)	5759364	9
Trichiosoma lucorum (Linnaeus, 1758)	Cimbicidae		Animalia	(Linnaeus, 1758)	5759445	2
Strongylogaster macula (Klug, 1817)	Tenthredinidae		Animalia	(Klug, 1817)	5759655	2
Strongylogaster xanthocera (Stephens, 1835)	Tenthredinidae		Animalia	(Stephens, 1835)	5759661	1
Strongylogaster mixta (Klug, 1817)	Tenthredinidae		Animalia	(Klug, 1817)	5759664	2
Dineura stilata (Klug, 1816)	Tenthredinidae		Animalia	(Klug, 1816)	5759671	4
Xeris spectrum (Linnaeus, 1758)	Siricidae		Animalia	(Linnaeus, 1758)	5759839	7
Chrysis pseudobrevitarsis Linsenmaier, 1951	Masaridae		Animalia	Linsenmaier, 1951	5760133	2
Chrysis immaculata Du Buysson, 1898	Masaridae		Animalia	Du Buysson, 1898	5760138	14
Chrysis mediata Linsenmaier, 1951	Masaridae		Animalia	Linsenmaier, 1951	5760172	1
Chrysis inaequalis Dahlbom, 1845	Masaridae		Animalia	Dahlbom, 1845	5760424	1
Astata boops (Schrank, 1781)	Crabronidae		Animalia	(Schrank, 1781)	5760613	74
Bembix rostrata (Linnaeus, 1758)	Crabronidae		Animalia	(Linnaeus, 1758)	5760684	670
Harpactus lunatus (Dahlbom, 1832)	Crabronidae		Animalia	(Dahlbom, 1832)	5760691	3
Harpactus tumidus (Panzer, 1801)	Crabronidae		Animalia	(Panzer, 1801)	5760721	10
Philanthus triangulum (Fabricius, 1775)	Crabronidae		Animalia	(Fabricius, 1775)	5760758	1020
Helorus ruficornis Förster, 1856	Heloridae		Animalia	Förster, 1856	5762169	1
Aporus unicolor Spinola, 1808	Pompilidae		Animalia	Spinola, 1808	5762566	11
Chrysopilus cristatus Fabricius	Rhagionidae		Animalia	Fabricius	5766100	2
Melanostoma mellinum Linnaeus, 1758	Syrphidae		Animalia	Linnaeus, 1758	5766554	7
Melanostoma scalare (Fabricius, 1794)	Syrphidae		Animalia	(Fabricius, 1794)	5766556	4
Stigmella tityrella (Stainton, 1854)	Nepticulidae		Animalia	(Stainton, 1854)	5769737	2
Stigmella microtheriella (Stainton, 1854)	Nepticulidae		Animalia	(Stainton, 1854)	5769761	1
Ancylis diminutana (Haworth, 1811)	Tortricidae		Animalia	(Haworth, 1811)	5771249	1
Mythimna l-album (Linnaeus, 1767)	Noctuidae		Animalia	(Linnaeus, 1767)	5772172	3
Mythimna ferrago (Fabricius, 1787)	Noctuidae		Animalia	(Fabricius, 1787)	5772176	2
Mythimna albipuncta (Denis & Schiffermüller, 1775)	Noctuidae		Animalia	(Denis & Schiffermüller, 1775)	5772178	9
Mythimna litoralis (Curtis, 1827)	Noctuidae		Animalia	(Curtis, 1827)	5772180	1
Mythimna pallens (Linnaeus, 1758)	Noctuidae		Animalia	(Linnaeus, 1758)	5772196	1
Mythimna impura (Hübner, 1808)	Noctuidae		Animalia	(Hübner, 1808)	5772210	2
Boloria dia (Linnaeus, 1767)	Nymphalidae		Animalia	(Linnaeus, 1767)	5772890	7
Boloria euphrosyne (Linnaeus, 1758)	Nymphalidae		Animalia	(Linnaeus, 1758)	5772893	2
Pomatias elegans (O.F.Müller, 1774)	Pomatiidae		Animalia	(O.F.Müller, 1774)	5777888	3
Stagnicola fuscus (C.Pfeiffer, 1821)	Lymnaeidae		Animalia	(C.Pfeiffer, 1821)	5778352	1
Planorbis carinatus O.F.Müller, 1774	Planorbidae		Animalia	O.F.Müller, 1774	5778419	11
Arianta arbustorum (Linnaeus, 1758)	Helicidae		Animalia	(Linnaeus, 1758)	5778937	3
Pelophylax esculentus (Linnaeus, 1758)	Ranidae		Animalia	(Linnaeus, 1758)	5784980	2
Spizaetus melanoleucus (Vieillot, 1816)	Accipitridae		Animalia	(Vieillot, 1816)	5788513	11
Euodice malabarica (Linnaeus, 1758)	Estrildidae		Animalia	(Linnaeus, 1758)	5789082	1
Sternula albifrons (Pallas, 1764)	Laridae		Animalia	(Pallas, 1764)	5789279	1367
Leptidea juvernica Williams, 1946	Pieridae		Animalia	Williams, 1946	5804895	3
Leiopus nebulosus (Linnaeus, 1758)	Cerambycidae		Animalia	(Linnaeus, 1758)	5819538	9
Cerambyx cerdo Linnaeus, 1758	Cerambycidae		Animalia	Linnaeus, 1758	5820507	4
Cyanopica cooki Bonaparte, 1850	Corvidae		Animalia	Bonaparte, 1850	5844936	6
Pastor roseus (Linnaeus, 1758)	Sturnidae		Animalia	(Linnaeus, 1758)	5845386	188
Chloris chloris (Linnaeus, 1758)	Fringillidae		Animalia	(Linnaeus, 1758)	5845582	57385
Leucophaeus pipixcan (Wagler, 1831)	Laridae		Animalia	(Wagler, 1831)	5846430	73
Leuciscus aspius (Linnaeus, 1758)	Cyprinidae		Animalia	(Linnaeus, 1758)	5851603	62
Meretrix lyrata (G.B.Sowerby II, 1851)	Veneridae		Animalia	(G.B.Sowerby II, 1851)	5855746	1
Helicella itala (Linnaeus, 1758)	Geomitridae		Animalia	(Linnaeus, 1758)	5858717	1
Fruticicola fruticum (O.F.Müller, 1774)	Camaenidae		Animalia	(O.F.Müller, 1774)	5858882	2
Ephemera vulgata Linnaeus, 1758	Ephemeridae		Animalia	Linnaeus, 1758	5864880	148
Acanthosoma haemorrhoidale (Linnaeus, 1758)	Acanthosomatidae		Animalia	(Linnaeus, 1758)	5866246	602
Cephus pygmeus (Linnaeus, 1767)	Cephidae		Animalia	(Linnaeus, 1767)	5868024	13
Pristiphora testacea (Jurine, 1807)	Tenthredinidae		Animalia	(Jurine, 1807)	5868131	7
Chrysis gracillima (Förster, 1853)	Masaridae		Animalia	(Förster, 1853)	5870003	1
Chrysis bicolor Lepeletier, 1806	Masaridae		Animalia	Lepeletier, 1806	5870005	4
Chrysis angustula Schenck, 1856	Masaridae		Animalia	Schenck, 1856	5870014	28
Chrysis viridula L.	Masaridae		Animalia	L.	5870017	47
Chrysis fulgida Linnaeus, 1761	Masaridae		Animalia	Linnaeus, 1761	5870020	115
Chrysis ruddii Shuckard, 1838	Masaridae		Animalia	Shuckard, 1838	5870023	1
Chrysis indigotea Dufour & Perris, 1840	Masaridae		Animalia	Dufour & Perris, 1840	5870025	2
Omalus aeneus (Fabricius, 1787)	Chrysididae		Animalia	(Fabricius, 1787)	5870042	1
Pompilus cinereus (Fabricius, 1775)	Pompilidae		Animalia	(Fabricius, 1775)	5870782	186
Myrmica specioides Bondroit, 1918	Formicidae		Animalia	Bondroit, 1918	5871110	238
Polistes dominula (Christ, 1791)	Eumenidae		Animalia	(Christ, 1791)	5871389	5031
Bembidion lunulatum (Geoffroy, 1785)	Carabidae		Animalia	(Geoffroy, 1785)	5872111	4
Bembidion decorum (Panzer, 1799)	Carabidae		Animalia	(Panzer, 1799)	5872129	1
Harpalus distinguendus (Duftschmid, 1812)	Carabidae		Animalia	(Duftschmid, 1812)	5873223	1
Chlaenius vestitus (Paykull, 1790)	Carabidae		Animalia	(Paykull, 1790)	5873357	1
Agathidium atrum (Paykull, 1798)	Leiodidae		Animalia	(Paykull, 1798)	5874630	2
Agathidium seminulum (Linnaeus, 1758)	Leiodidae		Animalia	(Linnaeus, 1758)	5874632	3
Aloconota gregaria (Erichson, 1839)	Staphylinidae		Animalia	(Erichson, 1839)	5874734	5
Thamiaraea cinnamomea (Gravenhorst, 1802)	Staphylinidae		Animalia	(Gravenhorst, 1802)	5874739	19
Dinaraea aequata (Erichson, 1837)	Staphylinidae		Animalia	(Erichson, 1837)	5874749	2
Atheta laticollis (Stephens, 1832)	Staphylinidae		Animalia	(Stephens, 1832)	5874751	3
Atheta atramentaria (Gyllenhal, 1810)	Staphylinidae		Animalia	(Gyllenhal, 1810)	5874770	2
Atheta crassicornis (Fabricius, 1792)	Staphylinidae		Animalia	(Fabricius, 1792)	5874785	10
Gyrophaena fasciata (Marsham, 1802)	Staphylinidae		Animalia	(Marsham, 1802)	5874796	4
Haploglossa villosula (Stephens, 1832)	Staphylinidae		Animalia	(Stephens, 1832)	5874837	2
Oxypoda annularis (Mannerheim, 1830)	Staphylinidae		Animalia	(Mannerheim, 1830)	5874838	6
Aleochara sparsa Heer, 1839	Staphylinidae		Animalia	Heer, 1839	5874866	16
Neuraphes angulatus (P.W.J.Müller & Kunze, 1822)	Staphylinidae		Animalia	(P.W.J.Müller & Kunze, 1822)	5875052	1
Stenichnus scutellaris (P.W.J.Müller & Kunze, 1822)	Staphylinidae		Animalia	(P.W.J.Müller & Kunze, 1822)	5875054	4
Bruchus affinis Frölich, 1799	Chrysomelidae		Animalia	Frölich, 1799	5875994	1
Cryptocephalus moraei (Linnaeus, 1758)	Chrysomelidae		Animalia	(Linnaeus, 1758)	5876100	6
Cryptocephalus labiatus (Linnaeus, 1761)	Chrysomelidae		Animalia	(Linnaeus, 1761)	5876103	2
Oenopia conglobata (Linnaeus, 1758)	Coccinellidae		Animalia	(Linnaeus, 1758)	5877911	438
Nephus quadrimaculatus (Herbst, 1783)	Coccinellidae		Animalia	(Herbst, 1783)	5877937	5
Agriotes obscurus (Linnaeus, 1758)	Elateridae		Animalia	(Linnaeus, 1758)	5878773	2
