scientificName	family	nomenclaturalStatus	kingdom	scientificNameAuthorship	taxonKey	count(eea_cell_code)
Parasteatoda tepidariorum (C.L.Koch, 1841)	Theridiidae		Animalia	(C.L.Koch, 1841)	2157402	38
Anelosimus vittatus (C.L.Koch, 1836)	Theridiidae		Animalia	(C.L.Koch, 1836)	2157837	72
Lasaeola tristis (Hahn, 1833)	Theridiidae		Animalia	(Hahn, 1833)	2157968	7
Lasaeola prona (Menge, 1868)	Theridiidae		Animalia	(Menge, 1868)	2157972	5
Enoplognatha thoracica (Hahn, 1833)	Theridiidae		Animalia	(Hahn, 1833)	2158075	264
Enoplognatha caricis (Fickert, 1876)	Theridiidae		Animalia	(Fickert, 1876)	2158079	9
Araniella opisthographa (Kulczyński, 1905)	Araneidae		Animalia	(Kulczyński, 1905)	2158385	54
Gibbaranea gibbosa (Walckenaer, 1802)	Araneidae		Animalia	(Walckenaer, 1802)	2158811	19
Mangora acalypha (Walckenaer, 1802)	Araneidae		Animalia	(Walckenaer, 1802)	2159061	110
Larinioides cornutus (Clerck, 1757)	Araneidae		Animalia	(Clerck, 1757)	2159204	99
Aculepeira ceropegia (Walckenaer, 1802)	Araneidae		Animalia	(Walckenaer, 1802)	2159474	8
Zygiella x-notata (Clerck, 1757)	Araneidae		Animalia	(Clerck, 1757)	2159658	13
Zygiella atrica (C.L.Koch, 1845)	Araneidae		Animalia	(C.L.Koch, 1845)	2159661	6
Araneus angulatus (Linnaeus, 1758)	Araneidae		Animalia	(Linnaeus, 1758)	2159852	1
Hypsosinga sanguinea (C.L.Koch, 1844)	Araneidae		Animalia	(C.L.Koch, 1844)	2160408	23
Agalenatea redii (Scopoli, 1763)	Araneidae		Animalia	(Scopoli, 1763)	2160943	13
Zora spinimana (Sundevall, 1833)	Miturgidae		Animalia	(Sundevall, 1833)	2161221	535
Heteropoda venatoria (Linnaeus, 1767)	Sparassidae		Animalia	(Linnaeus, 1767)	2161710	1
Micrommata virescens (Clerck, 1757)	Sparassidae		Animalia	(Clerck, 1757)	2161872	30
Cheiracanthium virescens (Sundevall, 1833)	Cheiracanthiidae		Animalia	(Sundevall, 1833)	2164128	115
Cheiracanthium erraticum (Walckenaer, 1802)	Cheiracanthiidae		Animalia	(Walckenaer, 1802)	2164140	45
Cheiracanthium mildei L.Koch, 1864	Cheiracanthiidae		Animalia	L.Koch, 1864	2164198	6
Eresus sandaliatus (Martini & Goeze, 1778)	Eresidae		Animalia	(Martini & Goeze, 1778)	2164353	1
